Filtering the log data using "process == "GestioneViaggi""
Timestamp                       (process)[PID]    
2025-12-23 19:06:03.823710+0200  localhost GestioneViaggi[25402]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension __UIApplicationSceneClientSettings[derived]__ on FBSSceneClientSettings
2025-12-23 19:06:03.824050+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b93, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.824276+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b94, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.824631+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b95, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.824951+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b96, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.825276+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b97, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.825681+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b98, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.826069+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b99, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.826419+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b9a, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.837855+0200  localhost GestioneViaggi[25402]: (BoardServices) [com.apple.BoardServices:XPCErrors] [C:2] Alloc <private>
2025-12-23 19:06:03.837893+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb42580000] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-12-23 19:06:03.838667+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] @ isAttemptingTermination (state: Running)
2025-12-23 19:06:03.839358+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:UpdateScheduler] Target list changed: <CADisplay:Display DisplayDevice>
2025-12-23 19:06:03.839535+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d16c100 - NetworkProcessProxy::sendXPCEndpointToProcess(0x12d104170) state = 0 has connection = 0 XPC endpoint message = 0xb46b14500
2025-12-23 19:06:03.839544+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d16c100 - NetworkProcessProxy::sendXPCEndpointToProcess(0x12d144190) state = 0 has connection = 0 XPC endpoint message = 0xb46b14500
2025-12-23 19:06:03.840778+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InputWindowController] Change from input view set: (null)
2025-12-23 19:06:03.840786+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InputWindowController] Change to input view set: (null)
2025-12-23 19:06:03.841556+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoadStatistics] StorageAccessPromptQuirkController::didUpdateCachedListData: Loaded 1 storage access prompt(s) quirks from WebPrivacy.
2025-12-23 19:06:03.841775+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d104170 - [PID=25405] WebProcessProxy::didFinishLaunching:
2025-12-23 19:06:03.841799+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d104200 - [PID=25405] ProcessThrottler::didConnectToProcess
2025-12-23 19:06:03.841807+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d104200 - [PID=25405] ProcessThrottler::setThrottleState: Updating process assertion type to 3 (foregroundActivities=3, backgroundActivities=4)
2025-12-23 19:06:03.841940+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0xb45a06140 - WKProcessAssertionBackgroundTaskManager: beginBackgroundTaskWithName
2025-12-23 19:06:03.841953+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WKProcessAssertionBackgroundTaskManager: Took a FinishTaskInterruptable assertion for own process
2025-12-23 19:06:03.841961+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d104170 - [PID=25405] WebProcessProxy::didChangeThrottleState: type=2
2025-12-23 19:06:03.841966+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d104170 - [PID=25405] WebProcessProxy::didChangeThrottleState(Foreground) Taking foreground assertion for network process
2025-12-23 19:06:03.841965+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1840c0 - ProcessAssertion::acquireSync Trying to take RBS assertion 'WebProcess Foreground Assertion' for process with PID=25405
2025-12-23 19:06:03.841974+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1242d0 - [PID=0, throttler=0x12d16c190] ProcessThrottler::Activity::Activity: Starting foreground activity / 'Networking for foreground view(s)'
2025-12-23 19:06:03.841980+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d124300 - [PID=0, throttler=0x12d144220] ProcessThrottler::Activity::Activity: Starting foreground activity / 'GPU for foreground view(s)'
2025-12-23 19:06:03.841986+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d16c100 - NetworkProcessProxy::sendXPCEndpointToProcess(0x12d104170) state = 1 has connection = 1 XPC endpoint message = 0xb46b14500
2025-12-23 19:06:03.842007+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d144190 - GPUProcessProxy::didFinishLaunching:
2025-12-23 19:06:03.842013+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d144190 - GPUProcessProxy::connectionWillOpen:
2025-12-23 19:06:03.842024+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d144220 - [PID=25406] ProcessThrottler::didConnectToProcess
2025-12-23 19:06:03.842028+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d144220 - [PID=25406] ProcessThrottler::setThrottleState: Updating process assertion type to 3 (foregroundActivities=2, backgroundActivities=1)
2025-12-23 19:06:03.842052+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d16c100 - NetworkProcessProxy::sendXPCEndpointToProcess(0x12d144190) state = 1 has connection = 1 XPC endpoint message = 0xb46b14500
2025-12-23 19:06:03.842119+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d16c100 - NetworkProcessProxy::didFinishLaunching
2025-12-23 19:06:03.842137+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d16c190 - [PID=25407] ProcessThrottler::didConnectToProcess
2025-12-23 19:06:03.842143+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d16c190 - [PID=25407] ProcessThrottler::setThrottleState: Updating process assertion type to 3 (foregroundActivities=2, backgroundActivities=1)
2025-12-23 19:06:03.842231+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] didCreateScene ENTRY  sceneID: FUScene|com.adrianovisconti.gestioneviaggi(25402)|default  persistentID: E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE  NSWindow: 1
2025-12-23 19:06:03.842246+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Creating scene window controller. sceneID: FUScene|com.adrianovisconti.gestioneviaggi(25402)|default  persistentID: E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.842270+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] @ willCreateWindowForScene: (state: Running)
2025-12-23 19:06:03.842281+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] willOpenWindowForSceneIdentifier (FUScene|com.adrianovisconti.gestioneviaggi(25402)|default)
2025-12-23 19:06:03.842300+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Creating Menu Bar Scene
2025-12-23 19:06:03.842337+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] @ isLaunchedToBackgroundOnly (state: Running)
2025-12-23 19:06:03.843083+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1840c0 - ProcessAssertion::acquireSync Successfully took RBS assertion 'WebProcess Foreground Assertion' for process with PID=25405
2025-12-23 19:06:03.843130+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d184120 - ProcessAssertion::acquireSync Trying to take RBS assertion 'GPUProcess Foreground Assertion' for process with PID=25406
2025-12-23 19:06:03.843959+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d184120 - ProcessAssertion::acquireSync Successfully took RBS assertion 'GPUProcess Foreground Assertion' for process with PID=25406
2025-12-23 19:06:03.843974+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d184180 - ProcessAssertion::acquireSync Trying to take RBS assertion 'NetworkProcess Foreground Assertion' for process with PID=25407
2025-12-23 19:06:03.844194+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d184180 - ProcessAssertion::acquireSync Successfully took RBS assertion 'NetworkProcess Foreground Assertion' for process with PID=25407
2025-12-23 19:06:03.849102+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Should send trait collection or coordinate space update, interface style 2 -> 2, <UIWindowScene: 0xb45a9a580> (E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE)
2025-12-23 19:06:03.850668+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb43b1d2c0] activating connection: mach=true listener=false peer=false name=com.apple.pbs.fetch_services
2025-12-23 19:06:03.851295+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb43b1d2c0] invalidated after the last release of the connection object
2025-12-23 19:06:03.854525+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b9c, Description: Updating Key-Value Observers Of Preferences
2025-12-23 19:06:03.856144+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb43b1d400] activating connection: mach=false listener=true peer=false name=(anonymous)
2025-12-23 19:06:03.856165+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb43b1d400] Connection returned listener port: 0x1ce23
2025-12-23 19:06:03.856507+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:KeyboardUI] -[_UIKeyboardStateManager initWithPresentationDelegateView:forCustomInputView:] UIDevice.currentDevice._hardwareKeyboardAvailable = YES
2025-12-23 19:06:03.872367+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] Reloading input views for key-window scene responder: <(null): 0x0; > force:N
2025-12-23 19:06:03.878718+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] _updateWindowStateForSceneIdentifier: untracked scene, ignoring. (sceneID: FUScene|com.adrianovisconti.gestioneviaggi(25402)|default)
2025-12-23 19:06:03.883173+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Should send trait collection or coordinate space update, interface style 2 -> 2, <UIWindowScene: 0xb45a9a580> (E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE)
2025-12-23 19:06:03.883332+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 0, <UIWindowScene: 0xb45a9a580> (E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE)
2025-12-23 19:06:03.883367+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 0, <UIWindowScene: 0xb45a9a580> (E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE)
2025-12-23 19:06:03.884536+0200  localhost GestioneViaggi[25402]: (AppKit) [com.apple.AppKit:AutomaticTermination] void _NSEnableAutomaticTerminationAndLog(NSString *) No windows open yet
2025-12-23 19:06:03.885350+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] @ didCreateWindowForScene: (state: Running)
2025-12-23 19:06:03.885364+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] didOpenWindowForSceneIdentifier (FUScene|com.adrianovisconti.gestioneviaggi(25402)|default)
2025-12-23 19:06:03.885378+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] _updateWindowStateForScene (FUScene|com.adrianovisconti.gestioneviaggi(25402)|default)
2025-12-23 19:06:03.885462+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Decrementing scene creation tracking. E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.885478+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] didCreateScene EXIT  sceneID: FUScene|com.adrianovisconti.gestioneviaggi(25402)|default  persistentID: E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.885291+0200  localhost GestioneViaggi[25402]: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] establishing connection to agent
2025-12-23 19:06:03.886091+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:session] [0xb4704a490] Session created.
2025-12-23 19:06:03.886098+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:session] [0xb4704a490] Session created from connection [0xb424fc280]
2025-12-23 19:06:03.886119+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fc280] activating connection: mach=true listener=false peer=false name=com.apple.uiintelligencesupport.agent
2025-12-23 19:06:03.886194+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:session] [0xb4704a490] Session activated
2025-12-23 19:06:03.887053+0200  localhost GestioneViaggi[25402]: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] Connection established with agent PID: 22520
2025-12-23 19:06:03.891336+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fc000] activating connection: mach=false listener=false peer=false name=com.apple.hiservices-xpcservice
2025-12-23 19:06:03.892906+0200  localhost GestioneViaggi[25402]: (CoreFoundation) Created Activity ID: 0x2b16b9e, Description: Loading Preferences From System CFPrefsD
2025-12-23 19:06:03.893384+0200  localhost GestioneViaggi[25402]: (HIToolbox) [com.apple.inputmethodkitClient:Client] +[IMKClient subclass]: chose IMKClient_Modern
2025-12-23 19:06:03.893399+0200  localhost GestioneViaggi[25402]: (HIToolbox) [com.apple.inputmethodkitClient:Client] +[IMKInputSession subclass]: chose IMKInputSession_Modern
2025-12-23 19:06:03.896257+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fc780] activating connection: mach=true listener=false peer=false name=com.apple.inputmethodkit.getxpcendpoint
2025-12-23 19:06:03.898752+0200  localhost GestioneViaggi[25402]: (BoardServices) [com.apple.BoardServices:XPCErrors] [C:3] Alloc com.apple.backboard.hid-services.xpc
2025-12-23 19:06:03.898783+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fc8c0] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-12-23 19:06:03.899066+0200  localhost GestioneViaggi[25402]: (BaseBoard) [com.apple.BaseBoard:Common] Unable to obtain a task name port right for pid 440: (os/kern) failure (0x5)
2025-12-23 19:06:03.899158+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fcf00] activating connection: mach=false listener=false peer=false name=com.apple.TextInputUI.xpc.CursorUIViewService
2025-12-23 19:06:03.899352+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fcf00] invalidated after the last release of the connection object
2025-12-23 19:06:03.900551+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fd180] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-12-23 19:06:03.900596+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fcf00] activating connection: mach=false listener=false peer=false name=com.apple.ViewBridgeAuxiliary
2025-12-23 19:06:03.900748+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fd400] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-12-23 19:06:03.900812+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fcf00] invalidated after the last release of the connection object
2025-12-23 19:06:03.901153+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb424fcf00] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-12-23 19:06:03.905554+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 0, <UIWindowScene: 0xb45a9a580> (E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE)
2025-12-23 19:06:03.905846+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:UIFocus] Focus system enabled
2025-12-23 19:06:03.909157+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:UIFocus] Failed to update focus with context <UIFocusUpdateContext: 0xb46bcd040; previouslyFocusedItem: (nil); nextFocusedItem: (nil); focusHeading: None>. No additional info available.
2025-12-23 19:06:03.909223+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 0, <UIWindowScene: 0xb45a9a580> (E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE)
2025-12-23 19:06:03.909267+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:KeyboardSceneDelegate] Reloading input views for key-window scene responder: <(null): 0x0; > force:N
2025-12-23 19:06:03.909812+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d124120 - [PID=25406, throttler=0x12d144220] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'Process initialization'
2025-12-23 19:06:03.909823+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1241b0 - [PID=25407, throttler=0x12d16c190] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'Process initialization'
2025-12-23 19:06:03.909897+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] createNewSceneOfSize completion on main thread for sceneID: FUScene|com.adrianovisconti.gestioneviaggi(25402)|default  persistentID: E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.909906+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] didRequestSceneWithOptions for E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.909910+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] didRequestSceneWithOptions (lock) E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.909915+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Decrementing scene creation tracking. E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.909920+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Found scene creation completion(s) for sceneID: FUScene|com.adrianovisconti.gestioneviaggi(25402)|default  persistentID: E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.909927+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Calling scene creation completion(s) for sceneID: FUScene|com.adrianovisconti.gestioneviaggi(25402)|default  persistentID: E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE
2025-12-23 19:06:03.909931+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Calling TAL completion with window (persistentID: E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE)
2025-12-23 19:06:03.909950+0200  localhost GestioneViaggi[25402]: (AppKit) [com.apple.AppKit:StateRestoration] -[NSApplication(NSPersistentUIRestorationSupport) _restoreWindowWithRestoration:completionHandler:]_block_invoke restoration=<NSPersistentUIWindowRestoration: 0xb45b3bac0> window=0xb45a9b480 savedIdentifier=SceneWindow error=(null)
2025-12-23 19:06:03.911501+0200  localhost GestioneViaggi[25402]: (AppKit) [com.apple.AppKit:AutomaticTermination] void _NSEnableAutomaticTerminationAndLog(NSString *) Restoring windows
2025-12-23 19:06:03.911519+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Resuming launch completion for TAL restoration with persistentID=E830E45D-6A0A-4D16-AAB0-5F59F4C04AAE _launchSuspensionCount=1->0
2025-12-23 19:06:03.911524+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] _resumeLaunchCompletion count=0 (macOS)
2025-12-23 19:06:03.911527+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] _finishLaunching with existing scene (macOS)
2025-12-23 19:06:03.911545+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Checking AppleEvent for background launch data. (aevt/oapp)
2025-12-23 19:06:03.911587+0200  localhost GestioneViaggi[25402]: (LaunchServices) [com.apple.launchservices:default] LaunchServices: _LSOpenExtractBackgroundLaunchReasonFromAppleEvent() => false - <private>, err=Error Domain=NSOSStatusErrorDomain Code=-1701 UserInfo={_LSLine=1374, _LSFunction=<private>, _LSFile=<private>, _LSErrorMessage=<private>}
2025-12-23 19:06:03.911593+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] AppleEvent is NOT for background launch. (aevt/oapp)
2025-12-23 19:06:03.911602+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Enqueueing BSAction: <UINSWindowCreatedAction> (for AppleEvent: aevt/oapp)
2025-12-23 19:06:03.911608+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] _launchingDidComplete
2025-12-23 19:06:03.911636+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 1
2025-12-23 19:06:03.911652+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 1 and description: <private>, _expireHandler: (null)
2025-12-23 19:06:03.911671+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <private> (used by background task with identifier 1: <private>)
2025-12-23 19:06:03.911682+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will invalidate assertion: <BKSProcessAssertion: 0xb454a85f0> for task identifier: 1
2025-12-23 19:06:03.911725+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] @ launchingDidComplete (state: Running)
2025-12-23 19:06:03.911733+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] @ allExpectedWindowsDidOpen (state: Running)
2025-12-23 19:06:03.911852+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: <private>, expirationHandler: <__NSGlobalBlock__: 0x1f47e6690>
2025-12-23 19:06:03.911866+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-12-23 19:06:03.911869+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-12-23 19:06:03.911887+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0xb470a0460>
2025-12-23 19:06:03.912050+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <private>
2025-12-23 19:06:03.912065+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <private>.
2025-12-23 19:06:03.912705+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] SendActions: Might use existing scene: FUScene|com.adrianovisconti.gestioneviaggi(25402)|default
2025-12-23 19:06:03.912716+0200  localhost GestioneViaggi[25402]: (UIKitMacHelper) [com.apple.UIKit.MacHelper:Lifecycle] Calling UINSWindowCreatedActions.
2025-12-23 19:06:03.912782+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb425808c0] activating connection: mach=true listener=false peer=false name=com.apple.window_proxies
2025-12-23 19:06:03.912828+0200  localhost GestioneViaggi[25402]: (libxpc.dylib) [com.apple.xpc:connection] [0xb425808c0] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2025-12-23 19:06:03.917551+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1240c0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'Process initialization'
2025-12-23 19:06:03.917564+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d16c100 - NetworkProcessProxy::getNetworkProcessConnection: Taking a background assertion because web process pid 25405 (core identifier 2) is requesting a connection
2025-12-23 19:06:03.918300+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Should send trait collection or coordinate space update, interface style 2 -> 2, <UIWindowScene: 0xb45a90280> (NSMenuBarScene_EC6319F5-E8DE-4FB9-9914-C757A0BAB875)
2025-12-23 19:06:03.918407+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 0, <UIWindowScene: 0xb45a90280> (NSMenuBarScene_EC6319F5-E8DE-4FB9-9914-C757A0BAB875)
2025-12-23 19:06:03.918446+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 0, <UIWindowScene: 0xb45a90280> (NSMenuBarScene_EC6319F5-E8DE-4FB9-9914-C757A0BAB875)
