Filtering the log data using "process == "GestioneViaggi""
Timestamp                       (process)[PID]    
2025-12-23 19:06:03.998202+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:UIFocus] Failed to update focus with context <UIFocusUpdateContext: 0xb47131e00; previouslyFocusedItem: (nil); nextFocusedItem: (nil); focusHeading: None>. No additional info available.
2025-12-23 19:06:04.244725+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:RemoteLayerTree] RemoteLayerTreeDrawingAreaProxy(11) Unhiding layer tree
2025-12-23 19:06:04.248660+0200  localhost GestioneViaggi[25402]: (CoreSpotlight) Created Activity ID: 0x2b16c76, Description: end-index-batch
2025-12-23 19:06:04.248689+0200  localhost GestioneViaggi[25402]: (CoreSpotlight) [com.apple.corespotlight:index] *warn* MailCS ======%%% _setMailMessageAttributes skip:1
2025-12-23 19:06:04.249366+0200  localhost GestioneViaggi[25402]: (CoreSpotlight) Start service name com.apple.spotlightknowledged
2025-12-23 19:06:04.249818+0200  localhost GestioneViaggi[25402]: (CoreSpotlight) [com.apple.corespotlight:default] [GMS] availability notification token 234
2025-12-23 19:06:04.250862+0200  localhost GestioneViaggi[25402]: (CoreSpotlight) Created Activity ID: 0x2b16c77, Description: index-items
2025-12-23 19:06:04.256014+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:UIFocus] Failed to update focus with context <UIFocusUpdateContext: 0xb47132c60; previouslyFocusedItem: (nil); nextFocusedItem: (nil); focusHeading: None>. No additional info available.
2025-12-23 19:06:04.258407+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1240c0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.258509+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: frameID=0
2025-12-23 19:06:04.258547+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d124120 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.258571+0200  localhost GestioneViaggi[25402]: (libAccessibility.dylib) [com.apple.Accessibility:AXCommon] Read Per-App on Init: Smart invert = (null)
2025-12-23 19:06:04.259369+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: Request to run JavaScript succeeded
2025-12-23 19:06:04.259381+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: frameID=0
2025-12-23 19:06:04.259610+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: Request to run JavaScript succeeded
2025-12-23 19:06:04.261089+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d124180 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.261125+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: frameID=0
2025-12-23 19:06:04.261173+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1241e0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.261714+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: Request to run JavaScript succeeded
2025-12-23 19:06:04.261731+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: frameID=0
2025-12-23 19:06:04.261775+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: Request to run JavaScript succeeded
2025-12-23 19:06:04.261789+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::changeLocation: frame load started
2025-12-23 19:06:04.261794+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::loadFrameRequest: frame load started
2025-12-23 19:06:04.261797+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::loadURL: frame load started
2025-12-23 19:06:04.261801+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::loadWithNavigationAction: frame load started
2025-12-23 19:06:04.261805+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::loadWithDocumentLoader: frame load started
2025-12-23 19:06:04.261808+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::loadWithDocumentLoader: main frame load started
2025-12-23 19:06:04.261814+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]: Memory usage info dump at <private>:
2025-12-23 19:06:04.261819+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 1
2025-12-23 19:06:04.261822+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 0
2025-12-23 19:06:04.261826+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 1
2025-12-23 19:06:04.261829+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 1
2025-12-23 19:06:04.261834+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 0
2025-12-23 19:06:04.261837+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 31
2025-12-23 19:06:04.261841+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 0
2025-12-23 19:06:04.261845+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 40
2025-12-23 19:06:04.261851+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 63
2025-12-23 19:06:04.261914+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:PerformanceLogging] WebContent[25405]:   <private>: 495489
2025-12-23 19:06:04.261947+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::setPolicyDocumentLoader: Setting policy document loader to 4633960448 (was 0)
2025-12-23 19:06:04.261966+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [pageID=9, frameID=4294967297, isMainFrame=1] DocumentLoader::attachToFrame
2025-12-23 19:06:04.263169+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1242a0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.263261+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: frameID=0
2025-12-23 19:06:04.268911+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: Request to run JavaScript succeeded
2025-12-23 19:06:04.269050+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d124360 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.269683+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: frameID=0
2025-12-23 19:06:04.269795+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0xb43945680; type: 11; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0
2025-12-23 19:06:04.269809+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: Request to run JavaScript succeeded
2025-12-23 19:06:04.269818+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 11; subtype: 0; to windows: 1
2025-12-23 19:06:04.269826+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 11; subtype: 0; to window: <UIWindow: 0xb458b9c00>; contextId: 0x3DCCB710
2025-12-23 19:06:04.290791+0200  localhost GestioneViaggi[25402]: (UIKitCore) Created Activity ID: 0x2b16c79, Description: send gesture actions
2025-12-23 19:06:04.290934+0200  localhost GestioneViaggi[25402]: (UIKitCore) Created Activity ID: 0x2b16c7a, Description: send gesture actions
2025-12-23 19:06:04.291035+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0xb427810a0; type: 0; subtype: 0; backing type: 11; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-12-23 19:06:04.291113+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0xb43945680; type: 11; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0
2025-12-23 19:06:04.291132+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 11; subtype: 0; to windows: 1
2025-12-23 19:06:04.291139+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 11; subtype: 0; to window: <UIWindow: 0xb458b9c00>; contextId: 0x3DCCB710
2025-12-23 19:06:04.291170+0200  localhost GestioneViaggi[25402]: (UIKitCore) Created Activity ID: 0x2b16c7b, Description: send gesture actions
2025-12-23 19:06:04.291182+0200  localhost GestioneViaggi[25402]: (UIKitCore) Created Activity ID: 0x2b16c7c, Description: send gesture actions
2025-12-23 19:06:04.291225+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0xb427810a0; type: 0; subtype: 0; backing type: 11; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-12-23 19:06:04.292175+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1240c0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.292189+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d124120 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.292589+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] 0xb45930e18 - [pageProxyID=8, webPageID=9, PID=25405] WebPageProxy::didNavigateWithNavigationDataShared:
2025-12-23 19:06:04.292616+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] 0xb45930e18 - [pageProxyID=8, webPageID=9, PID=25405] WebPageProxy::didSameDocumentNavigationForFrameViaJS: frameID=4294967297, isMainFrame=1, type=1
2025-12-23 19:06:04.292735+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d124180 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.292743+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] 0xb45930e18 - [pageProxyID=8, webPageID=9, PID=25405] WebPageProxy::willPerformClientRedirectForFrame: frameID=4294967297, isMainFrame=1
2025-12-23 19:06:04.292751+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1241e0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.292779+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] 0xb45930e18 - [pageProxyID=8, webPageID=9, PID=25405] WebPageProxy::decidePolicyForNavigationAction: frameID=4294967297, isMainFrame=1, navigationID=0
2025-12-23 19:06:04.293435+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] 0xb45930e18 - [pageProxyID=8, webPageID=9, PID=25405] WebPageProxy::decidePolicyForNavigationAction: listener called: frameID=4294967297, isMainFrame=1, navigationID=15, policyAction=Use, isAppBoundDomain=0, wasNavigationIntercepted=0
2025-12-23 19:06:04.293452+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] 0xb45930e18 - [pageProxyID=8, webPageID=9, PID=25405] WebPageProxy::receivedNavigationActionPolicyDecision: frameID=4294967297, isMainFrame=1, navigationID=15, policyAction=Use
2025-12-23 19:06:04.293464+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSwapping] 0xb45930e18 - [pageProxyID=8, webPageID=9, PID=25405] WebPageProxy::decidePolicyForNavigationAction: keep using process 25405 for navigation, reason=Navigation within the same non-HTTP(s) protocol
2025-12-23 19:06:04.293474+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] 0x12d104170 - [PID=25405] WebProcessProxy::canTerminateAuxiliaryProcess: returns false (pageCount=1, provisionalPageCount=0, suspendedPageCount=0, m_isInProcessCache=0, m_shutdownPreventingScopeCounter=0)
2025-12-23 19:06:04.293572+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1242a0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.293652+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d124360 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.295718+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1243c0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.296386+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.Accessibility:AXLoading] WebContent[25405] Failed to load item AXCodeItem<0x9d4909490> [Rank:5900] ScreenTimeUI [AXBundle name:/System/iOSSupport/System/Library/AccessibilityBundles/ScreenTimeUI.axbundle/ScreenTimeUI] [Platforms and Targets:{     iOS = ScreenTimeUI;     iosmac = ScreenTimeUI; } Fr
2025-12-23 19:06:04.298162+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [webFrameID=4294967297, webPageID=9] WebFrameLoaderClient::dispatchDecidePolicyForNavigationAction: Got policyAction Use from async IPC
2025-12-23 19:06:04.298170+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] WebContent[25405] 0x1111a8480 - [pageID=9, frameID=4294967297] PolicyChecker::checkNavigationPolicy: continuing because this policyAction from dispatchDecidePolicyForNavigationAction is Use
2025-12-23 19:06:04.298176+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::stopAllLoaders: m_provisionalDocumentLoader=0, m_documentLoader=4630970368
2025-12-23 19:06:04.298180+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [pageID=9, frameID=4294967297, isMainFrame=1] DocumentLoader::stopLoading
2025-12-23 19:06:04.298185+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::setProvisionalDocumentLoader: Setting provisional document loader to 4633960448 (was 0)
2025-12-23 19:06:04.298188+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::continueLoadAfterNavigationPolicy: Setting provisional document loader (m_provisionalDocumentLoader=4633960448)
2025-12-23 19:06:04.298193+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::freezeLayerTree: Adding a reason to freeze layer tree (reason=1, new=1, old=0)
2025-12-23 19:06:04.298196+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::setPolicyDocumentLoader: Setting policy document loader to 0 (was 4633960448)
2025-12-23 19:06:04.298201+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::prepareForLoadStart: Starting frame load
2025-12-23 19:06:04.298226+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: ProgressTracker::progressStarted: frameID 4294967297, value 0.100000, tracked frames 1, originating frameID 4294967297, isMainLoad 1
2025-12-23 19:06:04.298277+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [pageID=9, frameID=4294967297, isMainFrame=1] DocumentLoader::startLoadingMainResource: Starting load
2025-12-23 19:06:04.298313+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [pageID=9, frameID=4294967297, resourceID=54] ResourceLoader::willSendRequestInternal: calling completion handler
2025-12-23 19:06:04.298352+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9, frameID=4294967297, resourceID=54 SubResourceLoader::willSendRequestInternal: resource load finished; calling completion handler
2025-12-23 19:06:04.298407+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405] 0x11106c100 - [resourceLoader=0x114008800, frameLoader=0x1111e81a0, frame=0x1110d4220, webPageID=9, frameID=9, resourceID=9] WebLoaderStrategy::tryLoadingUsingURLSchemeHandler: URL will be handled by a UIProcess URL scheme handler
2025-12-23 19:06:04.298431+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405] [schemeHandler=4, webPageID=9, frameID=4294967297, taskID=54] WebURLSchemeTaskProxy::startLoading
2025-12-23 19:06:04.298454+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: frameID=0
2025-12-23 19:06:04.298508+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Process] WebContent[25405] 0x9d5554008 - [webPageID=9] WebPage::runJavaScriptInFrameInScriptWorld: Request to run JavaScript succeeded
2025-12-23 19:06:04.301224+0200  localhost GestioneViaggi[25402]: (UIKitCore) [com.apple.UIKit:TraitCollection] Class CKBrowserSwitcherViewController overrides the -traitCollection getter, which is not supported. If you're trying to override traits, you must use the appropriate API.
2025-12-23 19:06:04.353144+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] 0xb45930e18 - [pageProxyID=8, webPageID=9, PID=25405] WebPageProxy::didStartProvisionalLoadForFrame: frameID=4294967297, isMainFrame=1
2025-12-23 19:06:04.353164+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Loading] 0x12d104170 - [PID=25405] WebProcessProxy::didStartProvisionalLoadForMainFrame:
2025-12-23 19:06:04.353223+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1600e0 - NavigationState keeps its process network assertion because a new page load started
2025-12-23 19:06:04.353983+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405] [schemeHandler=4, webPageID=9, frameID=4294967297, taskID=54] WebURLSchemeTaskProxy::didReceiveData: Received data during response processing, queuing it.
2025-12-23 19:06:04.353991+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405] [schemeHandler=4, webPageID=9, frameID=4294967297, taskID=54] WebURLSchemeTaskProxy::didComplete
2025-12-23 19:06:04.354474+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12d1243c0 - [PID=25405, throttler=0x12d104200] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2025-12-23 19:06:04.354591+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [pageID=9, frameID=4294967297, isMainFrame=1] DocumentLoader::stopLoading
2025-12-23 19:06:04.354629+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::setDocumentLoader: Setting document loader to 4633960448 (was 4630970368)
2025-12-23 19:06:04.354635+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [pageID=9, frameID=4294967297, isMainFrame=1] DocumentLoader::detachFromFrame
2025-12-23 19:06:04.354639+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [pageID=9, frameID=4294967297, isMainFrame=1] DocumentLoader::stopLoading
2025-12-23 19:06:04.354647+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::transitionToCommitted: Clearing provisional document loader (m_provisionalDocumentLoader=4633960448)
2025-12-23 19:06:04.354651+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9 frameID=4294967297 isMainFrame=1] FrameLoader::setProvisionalDocumentLoader: Setting provisional document loader to 0 (was 4633960448)
2025-12-23 19:06:04.355434+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::unfreezeLayerTree: Removing a reason to freeze layer tree (reason=128, new=1, old=1)
2025-12-23 19:06:04.355635+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::unfreezeLayerTree: Removing a reason to freeze layer tree (reason=128, new=1, old=1)
2025-12-23 19:06:04.355762+0200  localhost GestioneViaggi[25402]: (AXCoreUtilities) [com.apple.Accessibility:AXLoading] Failed to load item AXCodeItem<0xb45a0d340> [Rank:6000] RealityFoundation [AXBundle name:/System/iOSSupport/System/Library/AccessibilityBundles/RealityFoundation.axbundle/RealityFoundation] [Platforms and Targets:{     iOS = RealityFoundation;     iosmac = RealityFoundation; } Framework] [Excluded: (null)]. error: Error Domain=AXLoading Code=0 "URL does not exist: file:///System/iOSSupport/System/Library/AccessibilityBundles/RealityFoundation.axbundle" UserInfo={NSLocalizedDescription=URL does not exist: file:///System/iOSSupport/System/Library/AccessibilityBundles/RealityFoundation.axbundle}
2025-12-23 19:06:04.355809+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::unfreezeLayerTree: Removing a reason to freeze layer tree (reason=32, new=1, old=1)
2025-12-23 19:06:04.355982+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::freezeLayerTree: Adding a reason to freeze layer tree (reason=128, new=129, old=1)
2025-12-23 19:06:04.356023+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::unfreezeLayerTree: Removing a reason to freeze layer tree (reason=128, new=1, old=129)
2025-12-23 19:06:04.356058+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::freezeLayerTree: Adding a reason to freeze layer tree (reason=128, new=129, old=1)
2025-12-23 19:06:04.356072+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::unfreezeLayerTree: Removing a reason to freeze layer tree (reason=128, new=1, old=129)
2025-12-23 19:06:04.356098+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ProcessSuspension] WebContent[25405]: [webPageID=9] WebPage::freezeLayerTree: Adding a reason to freeze layer tree (reason=128, new=129, old=1)
2025-12-23 19:06:04.356116+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405]: [pageID=9, frameID=4294967297, resourceID=60] ResourceLoader::willSendRequestInternal: calling completion handler
2025-12-23 19:06:04.356122+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:ResourceLoading] WebContent[25405]: [pageID=9, frameID=4294967297, resourceID=60 SubResourceLoader::willSendRequestInternal: resource load finished; calling completion handler
2025-12-23 19:06:04.356127+0200  localhost GestioneViaggi[25402]: (WebKit) [com.apple.WebKit:Network] WebContent[25405] 0x11106c100 - [resourceLoader=0x11400d000, frameLoader=0x1111e81a0, frame=0x1110d4220, webPageID=9, frameID=9, resourceID=9] WebLoaderStrategy::tryLoadingUsingURLSchemeHandler: URL will be handled by a UIProcess URL scheme handler
